Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1249,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,16-Sep-22
1250,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,18-Aug-22
1251,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,14-Jul-23
1252,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,22-Jun-23
1253,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,24-May-22
1254,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1900,1400,08-Jun-22
1255,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1900,1600,30-Jan-24
1256,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1600,11-Mar-24
1257,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2100,1700,02-May-24
1258,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1700,16-Jun-22
1259,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1800,02-Feb-24
1260,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1800,24-May-24
1261,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2600,1800,11-Oct-22
1262,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2800,2200,28-Oct-22
1263,Bangalore,Bangalore,Onion,Puna,FAQ,1500,1700,1600,11-May-22
1264,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2100,1700,03-Jul-23
1265,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2100,1700,05-Jul-23
1266,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2100,1700,06-Jul-23
1267,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2300,2000,19-Feb-24
1268,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2500,2000,23-Dec-22
1269,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2500,2200,27-Feb-24
1270,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2500,2200,29-Feb-24
1271,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2600,2000,22-May-24
1272,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2800,2400,06-May-24
1273,Bangalore,Bangalore,Onion,Puna,FAQ,1700,1900,1800,24-Jan-23
1274,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2800,2500,23-Aug-23
1275,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2500,04-Jan-22
1276,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2500,08-Feb-22
1277,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,19-Jan-22
1278,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,21-Feb-22
1279,Bangalore,Bangalore,Onion,Puna,FAQ,2500,4000,3400,12-Jun-24
1280,Bangalore,Bangalore,Onion,Puna,FAQ,3000,4500,4000,19-Oct-23
1281,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,03-May-23
1282,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,15-May-23
1283,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,27-May-22
1284,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,600,500,06-Jun-23
1285,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,600,20-Apr-23
1286,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,1000,800,07-Mar-24
1287,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,1000,800,11-Mar-24
1288,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,350,700,500,04-May-22
1289,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,08-Aug-22
1290,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,06-Sep-22
1291,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,18-Jun-22
1292,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,10-Oct-22
1293,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,26-Jul-22
1294,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,28-Sep-22
1295,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,900,700,24-Jan-23
1296,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,03-Feb-24
1297,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,18-Nov-22
1298,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,21-Nov-22
1299,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,31-Jan-23
1300,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1200,700,03-May-24
1301,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1500,1200,04-Nov-22
1302,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,600,1200,800,22-Jan-24
1303,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,700,1000,800,13-Feb-23
1304,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1000,900,01-Aug-23
1305,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1000,900,13-Jul-23
1306,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1200,06-May-24
1307,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,02-Sep-23
1308,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,03-Jan-24
1309,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,06-Jan-24
1310,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,12-Sep-23
1311,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1600,1500,25-Aug-23
1312,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,3000,2600,04-Dec-23
1313,Bangalore,Bangalore,Onion,Local,FAQ,500,700,600,17-May-22
1314,Bangalore,Bangalore,Onion,Local,FAQ,500,800,700,03-Apr-23
1315,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,18-May-22
1316,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,30-May-22
1317,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,06-Aug-22
1318,Bangalore,Bangalore,Onion,Local,FAQ,700,900,800,10-May-22
1319,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,700,02-Mar-23
1320,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,800,03-Jun-22
1321,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,900,28-Mar-23
1322,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,12-Jun-23
1323,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,25-Apr-23
1324,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,01-Jul-23
1325,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,27-Jun-23
1326,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,28-Jun-23
1327,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,06-Feb-23
1328,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1250,08-Mar-22
1329,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1250,31-Jan-22
1330,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,06-Jul-22
1331,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,08-Feb-24
1332,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,08-Jul-22
1333,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,15-Jul-22
1334,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,28-Jul-22
1335,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,30-Jun-22
1336,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1400,21-Oct-22
1337,Bangalore,Bangalore,Onion,Local,FAQ,1000,1800,1500,21-Dec-22
1338,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,08-May-24
1339,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,13-Jan-22
1340,Bangalore,Bangalore,Onion,Local,FAQ,1300,1500,1400,07-Jul-23
1341,Bangalore,Bangalore,Onion,Local,FAQ,1500,1800,1600,23-Dec-22
1342,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,01-Jan-24
1343,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,02-Jan-24
1344,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,29-Dec-23
1345,Bangalore,Bangalore,Onion,Local,FAQ,1600,2000,1800,19-Sep-23
1346,Bangalore,Bangalore,Onion,Local,FAQ,2000,2400,2200,07-Oct-23
1347,Bangalore,Bangalore,Onion,Local,FAQ,2000,2500,2250,18-Feb-22
1348,Bangalore,Bangalore,Onion,Local,FAQ,2000,2500,2250,21-Feb-22
1349,Bangalore,Bangalore,Onion,Local,FAQ,4000,4500,4300,27-Oct-23
1350,Bangalore,Bangalore,Onion,Onion,FAQ,900,1100,1000,16-Apr-22
1351,Bangalore,Bangalore,Onion,Onion,FAQ,900,1300,1100,05-May-23
1352,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1100,18-Apr-22
1353,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1200,1200,31-May-22
1354,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1300,20-Apr-22
1355,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1300,22-Apr-22
1356,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,21-Jul-22
1357,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,22-Feb-23
1358,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,31-Mar-22
1359,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1500,1300,12-Apr-23
1360,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1500,1300,18-Apr-23
1361,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1600,1400,08-Jun-23
1362,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1600,1400,24-Apr-23
1363,Bangalore,Bangalore,Onion,Onion,FAQ,1100,1300,1200,16-May-22
1364,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,06-Sep-22
1365,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,13-Jul-23
1366,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,17-May-22
1367,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,01-Jul-23
1368,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,27-Jun-23
1369,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1600,1400,30-May-23
1370,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1600,1500,24-Jan-24
1371,Bangalore,Bangalore,Onion,Onion,FAQ,1400,1600,1500,26-Jul-23
1372,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,11-Jul-22
1373,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,28-Jun-22
1374,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,29-Jul-22
1375,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2200,1800,05-Mar-24
1376,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2200,1800,06-Mar-24
1377,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2200,2000,29-Dec-22
1378,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2200,2000,31-Dec-22
1379,Bangalore,Bangalore,Onion,Onion,FAQ,1600,1800,1600,15-Oct-22
1380,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2000,1800,22-Jan-24
1381,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2200,1800,02-Mar-24
1382,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2200,1800,04-Mar-24
1383,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2200,1800,17-Feb-24
1384,Bangalore,Bangalore,Onion,Onion,FAQ,1600,2400,1800,01-Feb-24
1385,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2200,2000,11-Aug-23
1386,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2500,2200,28-Dec-22
1387,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2600,2000,18-Nov-22
1388,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2600,2200,23-Dec-22
1389,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2400,2200,28-Dec-23
1390,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2200,04-Jun-24
1391,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2800,2400,27-Feb-24
1392,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2800,2400,28-Feb-24
1393,Bangalore,Bangalore,Onion,Onion,FAQ,2400,2700,2500,04-Oct-23
1394,Bangalore,Bangalore,Onion,Onion,FAQ,2800,3600,3000,12-Jun-24
1395,Bangalore,Bangalore,Onion,Onion,FAQ,4000,5000,4400,21-Nov-23
1396,Bangalore,Bangalore,Onion,Onion,FAQ,4000,5000,4500,04-Nov-23
1397,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1000,04-May-23
1398,Bangalore,Bangalore,Onion,Puna,FAQ,800,1600,1400,17-Sep-22
1399,Bangalore,Bangalore,Onion,Puna,FAQ,800,1600,1400,20-Sep-22
1400,Bangalore,Bangalore,Onion,Puna,FAQ,900,1300,1100,05-May-23
1401,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1300,1100,20-Apr-23
1402,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1400,19-Apr-22
1403,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1600,1500,04-Aug-22
1404,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1700,1400,29-May-23
1405,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1500,19-Mar-22
1406,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1700,08-Feb-24
1407,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1900,1400,09-Jun-22
1408,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1800,18-Mar-24
1409,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,2100,07-Oct-22
1410,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1800,23-May-24
1411,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2600,2000,16-May-24
1412,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2700,2400,20-Feb-24
1413,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2800,07-Nov-22
1414,Bangalore,Bangalore,Onion,Puna,FAQ,3000,4000,3800,22-Nov-23
1415,Bangalore,Bangalore,Onion,Puna,FAQ,3000,4500,4000,20-Oct-23
1416,Bangalore,Bangalore,Onion,Puna,FAQ,3000,5000,4000,09-Nov-23
1417,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,600,400,23-Sep-22
1418,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,11-Oct-22
1419,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,14-Oct-22
1420,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,25-Mar-22
1421,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,800,600,25-Oct-22
1422,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,200,1000,600,21-Mar-24
1423,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,500,400,04-May-23
1424,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,500,03-Mar-23
1425,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,600,13-Apr-23
1426,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,300,700,600,21-Apr-23
1427,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,15-Feb-23
1428,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,17-Feb-23
1429,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,18-Aug-22
1430,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,22-Aug-22
1431,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,600,500,29-Jan-24
1432,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,700,600,28-Mar-23
1433,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,500,02-Jun-22
1434,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,09-Jun-23
1435,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,600,12-Jun-23
1436,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,01-Aug-22
1437,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,800,700,19-Jul-22
1438,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,400,1000,600,22-Mar-22
1439,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,700,600,09-Jan-23
1440,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,700,13-Mar-24
1441,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,01-Dec-22
1442,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,09-Dec-22
1443,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,19-Nov-22
1444,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,23-Jun-23
1445,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,24-Nov-22
1446,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,28-Nov-22
1447,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1200,700,15-Apr-24
1448,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1000,900,28-Jul-23
1449,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1000,900,31-Jul-23
1450,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,900,06-Jul-23
1451,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1500,1200,31-May-24
1452,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,02-Jan-24
1453,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,05-Jan-24
1454,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,16-Sep-23
1455,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1500,1300,19-Sep-23
1456,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1600,1500,21-Aug-23
1457,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,1000,1600,1500,29-Aug-23
1458,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,2800,2500,22-Nov-23
1459,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,2800,2500,23-Nov-23
1460,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,2000,3000,2600,05-Dec-23
1461,Bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,3000,4000,3500,25-Oct-23
1462,Bangalore,Bangalore,Onion,Local,FAQ,300,500,400,20-Sep-22
1463,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,16-May-22
1464,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,05-Jun-23
1465,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,19-Aug-22
1466,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,22-Jul-22
1467,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,800,30-Mar-22
1468,Bangalore,Bangalore,Onion,Local,FAQ,600,1000,900,27-Sep-22
1469,Bangalore,Bangalore,Onion,Local,FAQ,700,900,800,04-Mar-23
1470,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,800,26-Apr-22
1471,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,900,12-Apr-23
1472,Bangalore,Bangalore,Onion,Local,FAQ,700,1000,900,17-Apr-23
1473,Bangalore,Bangalore,Onion,Local,FAQ,800,1000,900,21-Apr-22
1474,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,02-Sep-22
1475,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,03-Jun-23
1476,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,03-Sep-22
1477,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,05-Sep-22
1478,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1000,08-Sep-22
1479,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,10-Oct-22
1480,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,12-Aug-22
1481,Bangalore,Bangalore,Onion,Local,FAQ,800,1200,1100,30-Jun-23
1482,Bangalore,Bangalore,Onion,Local,FAQ,800,1400,1200,19-Mar-22
1483,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,01-Feb-23
1484,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,09-Feb-23
1485,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,13-Feb-23
1486,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,13-Jan-23
1487,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1000,14-Feb-23
1488,Bangalore,Bangalore,Onion,Local,FAQ,1000,1200,1100,23-Jan-23
1489,Bangalore,Bangalore,Onion,Local,FAQ,1000,1300,1100,15-Jun-23
1490,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,18-Mar-23
1491,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,19-Jan-23
1492,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,20-Jan-23
1493,Bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,21-Jan-23
1494,Bangalore,Bangalore,Onion,Local,FAQ,1200,1700,1400,19-Apr-24
1495,Bangalore,Bangalore,Onion,Local,FAQ,1200,1700,1400,22-Apr-24
1496,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,27-Jan-22
1497,Bangalore,Bangalore,Onion,Local,FAQ,1400,1800,1600,03-Mar-22
1498,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,03-Jan-24
1499,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,15-Dec-23
1500,Bangalore,Bangalore,Onion,Local,FAQ,1800,2400,2000,21-Feb-24
1501,Bangalore,Bangalore,Onion,Local,FAQ,1800,2400,2100,04-Jan-22
1502,Bangalore,Bangalore,Onion,Local,FAQ,2000,2400,2200,03-Oct-23
1503,Bangalore,Bangalore,Onion,Local,FAQ,2000,2800,2400,12-Jun-24
1504,Bangalore,Bangalore,Onion,Local,FAQ,3000,4000,3600,06-Dec-23
1505,Bangalore,Bangalore,Onion,Local,FAQ,3500,4500,4000,07-Nov-23
1506,Bangalore,Bangalore,Onion,Local,FAQ,3500,4500,4000,08-Nov-23
1507,Bangalore,Bangalore,Onion,Local,FAQ,3500,4500,4000,15-Nov-23
1508,Bangalore,Bangalore,Onion,Local,FAQ,4000,4500,4300,30-Oct-23
1509,Bangalore,Bangalore,Onion,Onion,FAQ,800,1000,900,22-May-23
1510,Bangalore,Bangalore,Onion,Onion,FAQ,900,1100,1000,26-May-22
1511,Bangalore,Bangalore,Onion,Onion,FAQ,900,1300,1100,09-May-23
1512,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1100,26-Apr-22
1513,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,10-Aug-22
1514,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,18-Aug-22
1515,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,22-Aug-22
1516,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,23-Aug-22
1517,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,28-Mar-22
1518,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,29-Jan-24
1519,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1200,01-Feb-23
1520,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1200,14-Feb-23
1521,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,01-Sep-22
1522,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,12-Aug-22
1523,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1500,1300,30-Jun-23
1524,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1800,1700,06-Oct-22
1525,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1500,1400,21-Jun-22
1526,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1600,1500,25-Jan-23
1527,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1700,1600,09-Jan-23
1528,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1700,1600,11-Jan-23
1529,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,02-Jan-23
1530,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,13-Jul-22
1531,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,15-Jul-22
1532,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,20-Jul-22
1533,Bangalore,Bangalore,Onion,Onion,FAQ,1500,1800,1700,29-Jun-22
1534,Bangalore,Bangalore,Onion,Onion,FAQ,1500,2000,1600,07-Feb-24
1535,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2000,1800,03-Jul-23
1536,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2200,1800,19-Dec-22
1537,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2400,2200,08-Jan-24
1538,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2500,2300,19-Sep-23
1539,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2500,2300,21-Sep-23
1540,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2600,2400,17-Aug-23
1541,Bangalore,Bangalore,Onion,Onion,FAQ,2000,3000,2500,15-Dec-23
1542,Bangalore,Bangalore,Onion,Onion,FAQ,2400,2700,2500,07-Oct-23
1543,Bangalore,Bangalore,Onion,Onion,FAQ,2800,3600,3000,11-Jun-24
1544,Bangalore,Bangalore,Onion,Onion,FAQ,3200,4000,3500,21-Oct-23
1545,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1000,05-Apr-23
1546,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1000,31-Mar-23
1547,Bangalore,Bangalore,Onion,Puna,FAQ,800,1500,1200,05-Jun-23
1548,Bangalore,Bangalore,Onion,Puna,FAQ,800,1800,1300,23-Sep-22
1549,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1400,1300,18-Apr-22
1550,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1400,20-Apr-22
1551,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1600,1300,29-Mar-22
1552,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,07-Sep-22
1553,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,19-Aug-22
1554,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,26-Jun-23
1555,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,08-Jun-23
